42.477195	52.108378	51.818607	44.619525	63.931687	42.553056	75.930400	43.981818	87.552913	47.152442	115.293739	47.695160	126.631609	44.656297	138.239699	43.039551	149.569451	45.490699	156.911467	53.124991	101.222851	69.802936	101.874840	82.506803	102.241550	95.165678	102.565229	107.769412	86.474726	114.557913	93.426468	115.435008	100.873987	116.009924	108.209851	115.037891	115.284237	113.907388	59.395556	68.322244	66.385805	64.926629	74.231166	64.900545	81.131292	71.017613	73.312041	70.928054	66.288991	70.109153	120.856398	70.576136	127.401343	65.141265	134.950547	64.780879	142.145630	68.546435	134.979980	70.357214	128.046303	70.802307	65.189655	130.632627	76.871879	127.403210	88.518523	125.422579	100.541510	125.745553	111.886822	124.778941	122.860427	126.461540	133.810345	129.301465	124.837768	138.280559	113.467390	144.008634	101.047289	145.939812	87.801574	144.768968	75.300300	139.594463	86.517977	132.062760	100.544204	132.364877	114.245753	131.476093	115.497870	136.435328	101.135650	137.878602	86.013479	136.896203
43.013721	51.914642	51.532469	44.724419	62.875650	42.534919	74.436896	43.644584	85.683686	46.348217	116.260883	47.019491	127.504722	44.521730	138.849278	42.816218	149.992784	44.964975	157.132107	52.159262	101.146565	69.469647	101.522535	82.246690	101.812110	94.887727	102.120062	107.594894	86.468685	114.938439	93.487079	115.808397	100.803691	116.158086	108.036590	115.297666	115.098182	114.115529	58.943429	68.491847	65.863119	65.019159	73.718294	64.751730	80.666702	70.463596	72.873074	70.563255	65.762681	69.896341	120.886358	70.009464	127.558309	65.215481	135.290228	64.910450	142.736116	68.427750	135.444560	70.116365	128.212141	70.506419	65.189655	130.802345	76.764789	128.115472	88.597141	126.659719	100.622963	127.055077	111.666504	125.736326	122.670178	126.888136	133.810345	129.072976	125.116605	138.639265	113.629229	144.748052	101.051124	146.792120	87.544343	145.857276	74.935301	140.381141	87.071695	132.758484	100.787363	133.211096	114.014482	132.000530	115.340299	137.734427	101.070497	139.556100	86.192350	138.501147
43.650807	52.770577	52.464371	45.313754	63.911319	43.027439	75.530648	44.206059	86.731707	46.895320	115.981417	47.612483	127.255070	44.985561	138.610859	43.284737	149.764339	45.391104	157.160702	52.471845	101.745230	69.754283	102.221542	82.507356	102.564564	95.003756	102.904623	107.524670	87.689654	114.474166	94.498347	115.501245	101.732151	115.843145	108.715522	114.900596	115.395653	113.398885	59.904773	68.111501	67.107992	65.410890	74.794164	65.430729	81.617701	70.785824	73.828397	70.548228	66.802044	69.771891	121.125540	70.013403	127.603360	65.452910	135.172528	65.270233	142.538547	68.545833	135.328587	70.266669	128.372650	70.510015	65.189655	130.656823	76.950467	127.892260	88.957740	126.244295	101.142511	126.379587	112.101398	125.015888	122.853670	126.171043	133.810345	128.428129	125.356257	138.545829	114.110542	145.436298	101.322062	147.559841	87.622105	146.480575	75.127220	140.510076	86.838690	132.242326	101.178024	132.575671	114.286973	131.260048	115.768590	137.863543	101.430489	139.601209	85.874417	138.290243
43.257934	52.253048	52.020137	44.744032	63.553310	42.629432	75.289208	43.867400	86.736144	46.703479	116.177705	47.398144	127.380558	44.705060	138.714602	42.988472	149.875462	45.199995	157.287341	52.447386	101.806884	69.742333	102.209509	82.691408	102.595577	95.362428	102.924633	107.977595	87.449789	115.081717	94.030336	115.906925	101.330047	116.299935	108.448703	115.496076	115.193885	114.274926	59.601842	68.444852	66.757379	64.654347	74.873295	64.539061	81.674617	70.994287	73.905630	70.749803	66.701623	70.097873	121.181670	70.363409	127.857151	64.730784	135.741402	64.513834	142.930571	68.701421	135.783497	70.461235	128.498571	70.709540	65.189655	130.753296	76.813268	128.253248	88.563994	126.411394	100.667348	126.750874	111.760540	125.469420	122.688953	126.694668	133.810345	128.943380	125.747702	139.108903	114.495730	145.959447	101.678970	147.983989	87.997916	146.972530	75.219720	140.867678	86.982466	132.852115	100.898882	133.385400	114.162776	132.033077	116.157785	138.176184	101.522742	139.954864	86.120755	138.686897
44.170945	52.417328	53.371470	45.315171	65.041210	43.564194	76.876096	44.879520	88.411435	48.058754	116.129069	48.556688	127.356071	45.615168	138.763721	43.820253	150.073393	45.721969	157.613907	52.761513	102.220964	70.151599	102.364129	83.182066	102.494278	95.986616	102.715404	108.666748	87.807433	115.000602	94.193217	116.209922	101.475603	116.880215	108.636219	115.878813	115.070331	114.405859	60.276329	68.578199	67.300289	65.525064	75.203322	65.556139	81.936121	71.366909	74.339797	71.309721	67.238367	70.636167	121.533412	70.540206	128.047772	65.651394	135.862998	65.420716	142.798680	69.174764	135.596105	70.945157	128.544710	71.239961	65.189655	130.171300	76.753647	127.662333	88.624096	126.417786	100.786620	126.682814	111.850058	125.754592	122.757245	126.891251	133.810345	129.427964	125.261950	139.375011	114.004199	145.649093	101.353964	147.552432	87.735841	146.498279	74.944374	140.439599	87.140432	132.580627	100.886504	133.185537	113.814165	132.119250	115.782774	138.839060	101.574507	140.372056	86.223045	138.913041
43.143820	52.864566	51.962863	45.700885	63.410873	43.730289	75.151415	44.849544	86.721346	47.387530	115.281060	48.034600	126.631322	45.477752	137.973288	43.916242	149.186193	45.951222	156.564654	53.003601	101.478867	70.763106	102.071340	83.327851	102.524855	95.531306	102.850735	107.646676	87.713911	114.718713	94.327147	115.640745	101.636481	116.176840	108.673963	115.180647	115.192174	113.822960	59.154845	68.681852	66.689730	65.516396	74.733978	65.633931	81.453847	71.513846	73.621541	71.141900	66.393261	70.491424	120.734070	70.765660	127.613492	65.647046	135.554394	65.410859	142.642040	69.116154	135.466954	70.903228	128.237542	71.136403	65.189655	130.170108	76.972042	127.970421	88.903842	126.255319	100.987526	126.595352	111.928172	125.162887	122.595043	126.368162	133.810345	128.396488	125.915735	139.072392	114.664630	146.061210	101.704342	148.122928	87.798325	147.092498	75.038616	140.912860	87.207094	132.802930	101.175023	133.212919	114.158141	131.596945	116.183180	138.551805	101.661121	140.437232	86.136378	138.994238
44.155566	50.938555	53.424810	44.465337	64.752380	43.187481	76.307278	44.532310	87.541479	47.456185	115.966319	47.829326	127.142966	45.251308	138.339081	43.658447	149.592610	45.349958	157.177032	52.130935	101.825337	69.498965	102.219609	82.520599	102.597994	95.179253	103.026975	107.718601	87.636689	115.485992	94.230387	116.322919	101.655423	116.750855	108.759568	115.949576	115.261900	114.848172	59.415212	68.383345	66.800338	65.095569	75.109906	65.279471	82.097979	71.505395	74.045027	71.271067	66.600782	70.442010	120.890169	70.683555	127.618251	65.442596	135.611597	65.057532	142.929220	68.744723	135.755422	70.888729	128.356263	71.159722	65.189655	130.337191	76.908497	128.032883	88.732556	126.541784	100.713056	126.686662	111.718942	125.835430	122.491347	126.861249	133.810345	128.829970	125.713487	139.455889	114.329137	146.464901	101.211328	148.561360	87.317849	147.224201	74.676733	140.948332	86.867469	132.578573	100.740150	133.196817	113.746734	131.967445	115.880623	139.624271	101.290124	141.360731	85.676005	139.649369
44.308771	52.518005	53.225811	45.460787	64.597254	43.885542	76.134961	45.122417	87.435585	47.933627	115.875087	48.507307	126.995098	45.790156	138.099341	43.909952	149.187302	45.636271	156.762992	52.422318	101.927287	70.976702	102.370593	83.645439	102.732699	96.003018	103.054926	108.178171	88.355323	115.460670	94.825153	116.238993	101.980878	116.655118	108.583763	115.730929	114.737456	114.608840	60.023044	68.639721	67.034190	65.353204	74.776285	65.444760	81.270555	71.480812	73.772016	71.324152	66.766093	70.665766	121.472956	70.742765	127.854149	65.652637	135.457475	65.409100	142.545691	69.004970	135.477000	70.933133	128.469529	71.165810	65.189655	130.181931	77.067624	127.753816	89.024737	126.380138	100.936833	126.682230	111.869898	125.590018	122.748489	126.775602	133.810345	128.973640	125.636664	139.863773	114.460715	146.996884	101.450490	149.150536	87.561095	147.859442	74.767916	141.266838	87.342408	132.830161	100.954745	133.433169	113.795381	132.175023	115.896941	139.456595	101.377070	141.298778	86.112183	139.536375
42.943567	52.887013	51.804752	45.147382	63.516482	43.058038	75.470609	44.498121	86.998644	47.735624	115.832824	48.038672	126.619923	45.035389	137.765585	43.166881	148.653782	45.099491	155.582935	52.254688	101.829136	70.199868	102.493973	82.782213	103.055468	95.166976	103.534949	107.606028	87.713196	115.347807	94.415836	115.941471	101.809979	116.326070	108.681695	115.374721	114.933415	114.243467	59.012117	68.337497	66.189163	64.661261	74.356026	64.818403	81.252652	71.317452	73.358060	70.928444	66.124316	70.195013	120.581138	70.778987	127.221834	64.879874	135.058080	64.461770	142.253089	68.648785	135.159579	70.488549	127.891382	71.000106	65.189655	130.623655	77.125947	128.227311	89.031907	126.285947	101.229177	126.584450	112.202110	125.416902	122.837462	126.809666	133.810345	129.172881	126.009816	139.681279	114.793547	146.535727	101.985191	148.782467	87.964540	147.711626	75.131520	141.387916	87.321733	132.930059	101.510363	133.614079	114.638460	132.128645	116.608459	138.917543	101.882424	140.897127	86.176433	139.306172
43.479471	52.594352	52.360220	45.670753	63.608143	44.010598	75.215498	45.202953	86.474591	47.847248	115.133691	48.506454	126.114791	45.695483	137.211435	44.065773	148.142120	46.012472	155.546836	53.089116	101.253803	70.216159	101.792480	82.899489	102.207736	95.186015	102.606579	107.401312	87.083353	114.800345	93.837396	115.840776	101.300893	116.271536	108.262175	115.336561	114.709470	113.791426	59.494831	69.130432	66.581414	65.498207	74.476015	65.509184	81.147846	71.468493	73.501273	71.468757	66.437657	70.868090	119.975772	70.811054	126.594647	65.625340	134.460691	65.502805	141.460676	69.420240	134.402031	71.184560	127.199201	71.399165	65.189655	130.009473	77.172265	127.693570	89.201446	126.214112	101.196618	126.451731	112.042034	125.103285	122.843717	126.116708	133.810345	128.037475	125.917779	138.689619	114.822789	145.616547	102.077836	147.927199	87.962708	146.790365	75.116841	140.426389	87.554587	132.562408	101.504566	133.162032	114.471782	131.535929	116.508830	138.109801	101.954603	140.218506	86.452568	138.572818
